index,close,ma_close_30d,rsi_14
1997-11-19 00:00:00-04:00,4.381464703329678,4.78350165561698,100.0
1997-11-20 00:00:00-04:00,4.391657348336844,4.719104733686337,100.0
1997-11-21 00:00:00-04:00,4.401849993344011,4.645305401977452,100.0
1997-11-24 00:00:00-04:00,4.412042638351178,4.576716891513474,100.0
1997-11-25 00:00:00-04:00,4.422235283358344,4.517324670840954,100.0
1997-11-26 00:00:00-04:00,4.43242792836551,4.4640289646455615,100.0
1997-11-27 00:00:00-04:00,4.442620573372676,4.4172725798069745,100.0
1997-11-28 00:00:00-04:00,4.452813218379843,4.387683358274657,100.0
1997-12-01 00:00:00-04:00,4.463005863387009,4.38057522102334,100.0
1997-12-02 00:00:00-04:00,4.473198508394176,4.351665509158168,100.0
1997-12-03 00:00:00-04:00,4.4833911534013415,4.343908413251241,100.0
1997-12-04 00:00:00-04:00,4.493583798408508,4.345790445804596,100.0
1997-12-05 00:00:00-04:00,4.503776443415674,4.355983090811763,100.0
1997-12-08 00:00:00-04:00,4.513969088422841,4.366175735818929,100.0
1997-12-09 00:00:00-04:00,4.524161733430008,4.376368380826095,100.0
1997-12-10 00:00:00-04:00,4.534354378437174,4.386561025833261,100.0
1997-12-11 00:00:00-04:00,4.54454702344434,4.396753670840428,100.0
1997-12-12 00:00:00-04:00,4.554739668451506,4.406946315847594,100.0
1997-12-15 00:00:00-04:00,4.564932313458673,4.417138960854761,100.0
1997-12-16 00:00:00-04:00,4.575124958465839,4.4273316058619265,100.0
1997-12-17 00:00:00-04:00,4.585317603473006,4.437524250869092,100.0
1997-12-18 00:00:00-04:00,4.595510248480172,4.44771689587626,100.0
1997-12-19 00:00:00-04:00,4.605702893487338,4.457909540883425,100.0
1997-12-22 00:00:00-04:00,4.615895538494505,4.468102185890592,100.0
1997-12-23 00:00:00-04:00,4.626088183501671,4.478294830897759,100.0
1997-12-24 00:00:00-04:00,4.636280828508838,4.4884874759049245,100.0
1997-12-25 00:00:00-04:00,4.646473473516004,4.498680120912092,100.0
1997-12-26 00:00:00-04:00,4.65666611852317,4.508872765919258,100.0
1997-12-29 00:00:00-04:00,4.666858763530336,4.519065410926425,100.0
1997-12-30 00:00:00-04:00,4.677051408537503,4.5292580559335915,100.0
1997-12-31 00:00:00-04:00,4.687244053544669,4.5394507009407565,100.0
1998-01-01 00:00:00-04:00,4.697436698551836,4.549643345947924,100.0
1998-01-02 00:00:00-04:00,4.707629343559002,4.55983599095509,100.0
1998-01-05 00:00:00-04:00,4.717821988566168,4.570028635962256,100.0
1998-01-06 00:00:00-04:00,4.728014633573335,4.580221280969423,100.0
1998-01-07 00:00:00-04:00,4.738207278580501,4.590413925976589,100.0
1998-01-08 00:00:00-04:00,4.748399923587668,4.600606570983755,100.0
1998-01-09 00:00:00-04:00,4.758592568594834,4.610799215990922,100.0
1998-01-12 00:00:00-04:00,4.768785213602,4.620991860998088,100.0
1998-01-13 00:00:00-04:00,4.778977858609166,4.631184506005254,100.0
1998-01-14 00:00:00-04:00,4.789170503616333,4.641377151012421,100.0
1998-01-15 00:00:00-04:00,4.799363148623499,4.651569796019587,100.0
1998-01-16 00:00:00-04:00,4.809555793630666,4.661762441026753,100.0
1998-01-19 00:00:00-04:00,4.819748438637832,4.671955086033919,100.0
1998-01-20 00:00:00-04:00,4.829941083644998,4.682147731041086,100.0
1998-01-21 00:00:00-04:00,4.840133728652165,4.692340376048253,100.0
1998-01-22 00:00:00-04:00,4.850326373659331,4.702533021055419,100.0
1998-01-23 00:00:00-04:00,4.860519018666498,4.7127256660625845,100.0
1998-01-26 00:00:00-04:00,4.870711663673664,4.722918311069751,100.0
1998-01-27 00:00:00-04:00,4.88090430868083,4.733110956076917,100.0
1998-01-28 00:00:00-04:00,4.891096953687997,4.743303601084084,100.0
1998-01-29 00:00:00-04:00,4.901289598695163,4.753496246091251,100.0
1998-01-30 00:00:00-04:00,4.911482243702329,4.7636888910984165,100.0
1998-02-02 00:00:00-04:00,4.921674888709496,4.773881536105583,100.0
1998-02-03 00:00:00-04:00,4.931867533716662,4.784074181112749,100.0
1998-02-04 00:00:00-04:00,4.942060178723828,4.794266826119917,100.0
1998-02-05 00:00:00-04:00,4.952252823730995,4.804459471127083,100.0
1998-02-06 00:00:00-04:00,4.962445468738161,4.8146521161342495,100.0
1998-02-09 00:00:00-04:00,4.972638113745328,4.824844761141415,100.0
1998-02-10 00:00:00-04:00,4.982830758752494,4.835037406148582,100.0
1998-02-11 00:00:00-04:00,4.99302340375966,4.845230051155749,100.0
1998-02-12 00:00:00-04:00,5.003216048766827,4.855422696162914,100.0
1998-02-13 00:00:00-04:00,5.013408693773993,4.865615341170081,100.0
1998-02-16 00:00:00-04:00,5.02360133878116,4.875807986177247,100.0
1998-02-17 00:00:00-04:00,5.033793983788326,4.886000631184413,100.0
1998-02-18 00:00:00-04:00,5.043986628795492,4.89619327619158,100.0
1998-02-19 00:00:00-04:00,5.054179273802658,4.906385921198747,100.0
1998-02-20 00:00:00-04:00,5.064371918809825,4.916578566205912,100.0
1998-02-23 00:00:00-04:00,5.074564563816991,4.926771211213079,100.0
1998-02-24 00:00:00-04:00,5.084757208824158,4.936963856220245,100.0
1998-02-25 00:00:00-04:00,5.094949853831324,4.947156501227411,100.0
1998-02-26 00:00:00-04:00,5.10514249883849,4.957349146234577,100.0
1998-02-27 00:00:00-04:00,5.115335143845657,4.967541791241744,100.0
1998-03-02 00:00:00-04:00,5.125527788852823,4.977734436248911,100.0
1998-03-03 00:00:00-04:00,5.13572043385999,4.987927081256077,100.0
1998-03-04 00:00:00-04:00,5.145913078867156,4.998119726263243,100.0
1998-03-05 00:00:00-04:00,5.156105723874322,5.008312371270409,100.0
1998-03-06 00:00:00-04:00,5.166298368881488,5.018505016277577,100.0
1998-03-09 00:00:00-04:00,5.176491013888655,5.028697661284742,100.0
1998-03-10 00:00:00-04:00,5.186683658895821,5.038890306291909,100.0
1998-03-11 00:00:00-04:00,5.196876303902988,5.049082951299075,100.0
