index,close_first,close_last,close_mean,volume_sum
1997-10-31 00:00:00-04:00,6.323565006256104,4.248960318236516,5.137707931516621,79566497.0
1997-11-30 00:00:00-04:00,4.2591529632436815,4.452813218379843,4.355983090811763,0.0
1997-12-31 00:00:00-04:00,4.463005863387009,4.687244053544669,4.575124958465839,0.0
1998-01-31 00:00:00-04:00,4.697436698551836,4.911482243702329,4.804459471127083,0.0
1998-02-28 00:00:00-04:00,4.921674888709496,5.115335143845657,5.018505016277576,0.0
1998-03-31 00:00:00-04:00,5.125527788852823,5.339573334003317,5.23255056142807,0.0
1998-04-30 00:00:00-04:00,5.349765979010483,5.220925807952881,5.154137987328173,22077391.0
1998-05-31 00:00:00-04:00,5.154501914978027,4.012010097503662,4.831555162157331,25927186.0
1998-06-30 00:00:00-04:00,3.7728829383850098,3.5868959426879883,3.7463135610927236,29083520.0
1998-07-31 00:00:00-04:00,3.693173885345459,3.905730962753296,3.8563465087310127,35545794.0
1998-08-31 00:00:00-04:00,3.706459045410156,3.274703025817871,3.737140666870844,23353693.0
1998-09-30 00:00:00-04:00,3.197650909423828,3.7755401134490967,3.5724034417759287,27614201.0
1998-10-31 00:00:00-04:00,3.409543991088867,3.695167298974662,3.6096009552291943,26019820.0
1998-11-30 00:00:00-04:00,3.733028979137026,4.4902625823843065,4.111645780760666,0.0
1998-12-31 00:00:00-04:00,4.528124262546671,5.36108122611868,4.944602744332675,0.0
1999-01-31 00:00:00-04:00,5.398942906281044,6.156176509528325,5.777559707904684,0.0
1999-02-28 00:00:00-04:00,6.194038189690689,6.913410112775606,6.553724151233148,0.0
1999-03-31 00:00:00-04:00,6.95127179293797,7.784228756509979,7.367750274723973,0.0
1999-04-30 00:00:00-04:00,7.822090436672342,7.396976947784424,7.919794058911853,67052258.0
1999-05-31 00:00:00-04:00,7.358450889587402,8.05191707611084,7.427247024717785,68728077.0
1999-06-30 00:00:00-04:00,8.03265380859375,10.479049682617188,9.91166860407049,37542583.0
1999-07-31 00:00:00-04:00,10.671680450439451,9.573691368103027,9.837243643673984,56466204.0
1999-08-31 00:00:00-04:00,9.361799240112305,10.970063209533691,10.344516017220236,54497921.0
1999-09-30 00:00:00-04:00,11.230690956115724,11.183303833007812,11.72340685671026,55918165.0
1999-10-31 00:00:00-04:00,11.586092948913574,13.126166343688965,12.004394485836936,45798012.0
1999-11-30 00:00:00-04:00,13.194044852041984,14.619493527455372,13.906769189748678,0.0
1999-12-31 00:00:00-04:00,14.68737203580839,16.180699219574798,15.434035627691596,0.0
2000-01-31 00:00:00-04:00,16.248577727927817,17.60614789498819,16.927362811458003,0.0
2000-02-29 00:00:00-04:00,17.67402640334121,19.03159657040158,18.352811486871392,0.0
2000-03-31 00:00:00-04:00,19.099475078754597,20.592802262521005,19.846138670637803,0.0
2000-04-30 00:00:00-04:00,20.660680770874023,19.831409454345703,18.724926280975343,88336420.0
2000-05-31 00:00:00-04:00,19.357540130615234,17.135095596313477,17.51991898080577,54623652.0
2000-06-30 00:00:00-04:00,17.771976470947266,18.71213150024414,18.254460768266156,81420255.0
2000-07-31 00:00:00-04:00,18.80311584472656,14.739215850830078,16.59497615269252,63337513.0
2000-08-31 00:00:00-04:00,14.375284194946287,16.983457565307617,16.05912565148395,64594205.0
2000-09-30 00:00:00-04:00,15.800682067871094,9.917126655578612,13.254607246035622,93207165.0
2000-10-31 00:00:00-04:00,9.431884765625,10.487504228815302,10.161416632537467,133298528.0
2000-11-30 00:00:00-04:00,10.469416953421927,10.089584170161066,10.279500561791497,0.0
2000-12-31 00:00:00-04:00,10.071496894767693,9.709751386900205,9.89062414083395,0.0
2001-01-31 00:00:00-04:00,9.691664111506832,9.293744052852595,9.492704082179714,0.0
2001-02-28 00:00:00-04:00,9.275656777459222,8.93199854498511,9.103827661222166,0.0
2001-03-31 00:00:00-04:00,8.913911269591734,8.534078486330873,8.723994877961305,0.0
2001-04-30 00:00:00-04:00,8.5159912109375,11.76225757598877,9.526796045757475,109757268.0
2001-05-31 00:00:00-04:00,12.029141426086426,9.636899948120115,10.47710601143215,152270723.0
2001-06-30 00:00:00-04:00,9.651456832885742,10.319149017333984,9.910760652451287,136427455.0
2001-07-31 00:00:00-04:00,10.29197597503662,11.073214530944824,9.861522219397806,115834328.0
2001-08-31 00:00:00-04:00,11.582718849182127,8.817811965942383,9.93015430284583,233675167.0
2001-09-30 00:00:00-04:00,8.7396879196167,6.446920871734619,7.425337719917297,94511962.0
2001-10-31 00:00:00-04:00,6.2295331954956055,9.542595838678293,7.694061795453439,137321266.0
2001-11-30 00:00:00-04:00,9.575859990613214,10.274407181246527,9.92513358592987,0.0
2001-12-31 00:00:00-04:00,10.307671333181448,10.972954371879842,10.640312852530645,0.0
2002-01-31 00:00:00-04:00,11.006218523814761,11.738029866382995,11.372124195098877,0.0
2002-02-28 00:00:00-04:00,11.771294018317914,12.403312905081389,12.087303461699651,0.0
2002-03-31 00:00:00-04:00,12.436577057016308,13.101860095714702,12.769218576365507,0.0
2002-04-30 00:00:00-04:00,13.135124247649623,12.02428913116455,13.012587509558868,120685225.0
2002-05-31 00:00:00-04:00,12.363958358764648,11.263429641723633,11.93405474787173,155937322.0
2002-06-30 00:00:00-04:00,10.529744148254396,9.714537620544434,9.828327178955078,170966382.0
2002-07-31 00:00:00-04:00,9.004630088806152,6.815122127532959,8.784671700519064,223045241.0
2002-08-31 00:00:00-04:00,6.62083101272583,6.10521411895752,6.599432316693393,149161985.0
2002-09-30 00:00:00-04:00,5.933341026306152,4.74517822265625,5.449037415640695,130621887.0
2002-10-31 00:00:00-04:00,4.872214794158936,5.986165671512999,5.107661387730931,189334762.0
2002-11-30 00:00:00-04:00,5.984426325765149,5.949639410808168,5.967032868286659,0.0
2002-12-31 00:00:00-04:00,5.9479000650603195,5.91137380435549,5.929636934707904,0.0
2003-01-31 00:00:00-04:00,5.90963445860764,5.871368852154962,5.890501655381302,0.0
2003-02-28 00:00:00-04:00,5.869629506407113,5.836581937197981,5.853105721802547,0.0
2003-03-31 00:00:00-04:00,5.8348425914501325,5.800055676493152,5.817449133971642,0.0
2003-04-30 00:00:00-04:00,5.798316330745302,6.254668235778809,5.825776982830609,163245074.0
2003-05-31 00:00:00-04:00,6.359285831451416,7.577340126037598,6.640532146800648,201902206.0
2003-06-30 00:00:00-04:00,7.607231140136719,7.532503128051758,7.6506436211722235,195187786.0
2003-07-31 00:00:00-04:00,7.771630764007568,8.070539474487305,8.134609948033871,287723411.0
2003-08-31 00:00:00-04:00,8.1512451171875,9.507095336914062,8.562842414492653,185064706.0
2003-09-30 00:00:00-04:00,9.640259265899658,8.74039363861084,9.40419602394104,176834277.0
2003-10-31 00:00:00-04:00,8.877593040466309,8.477475437624701,9.005061184984633,145781706.0
2003-11-30 00:00:00-04:00,8.479771367434797,8.52339403382663,8.501582700630715,0.0
2003-12-31 00:00:00-04:00,8.525689963636728,8.57620041945885,8.550945191547788,0.0
2004-01-31 00:00:00-04:00,8.578496349268946,8.626710875280972,8.60260361227496,0.0
